dataset	wav_filename	start_time_s	duration_s	location	date	pst_or_master_tape_identifier
podcast_round1	97781002.wav	0.0	1.2098	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	97781003.wav	0.0	1.204	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	97781004.wav	0.0	1.768	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	97781005.wav	0.0	2.2501990000000003	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	97781006.wav	0.0	1.1806	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	97781007.wav	0.0	1.0812	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	97781008.wav	0.0	3.0947	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	97781009.wav	0.0	1.6131	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	9778100A.wav	0.0	1.6394	Oregon Coast Aquarium	1998-04-13	97781
podcast_round1	60026.wav	1.0	1.7	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	8.183	4.141	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	12.004000000000001	5.981	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	12.883	1.4040000000000001	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	18.250999999999998	2.7889999999999997	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	21.041	2.947	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	21.041	1.4669999999999999	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	25.381	2.7310000000000003	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	26.0	1.7	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	29.0	1.7	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	39.354	7.2429999999999986	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	47.503	8.642000000000001	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	55.882	3.685	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	56.28100000000001	1.031	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	59.696999999999996	2.545	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	62.44300000000001	3.888	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	62.832	0.701	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	66.915	1.923	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	68.74	1.465	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	69.381	0.8240000000000001	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	74.542	2.1069999999999998	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	75.0	1.89	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	75.0	1.0	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	77.477	3.523	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	80.741	1.719	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	82.539	1.48	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	83.941	4.44	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	83.941	1.517	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	88.635	4.895	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	96.264	3.99	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	99.931	4.208	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	102.0	1.89	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	102.0	1.0	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	105.225	2.832	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	107.85700000000001	1.872	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	109.414	1.033	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	114.67	1.5919999999999999	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	116.061	1.127	80 mi. south of Martha's Vineyard, Massachusetts    X	1960-12-21	60026
podcast_round1	60026.wav	117.027	1.972	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	118.0	1.7	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	118.839	1.6909999999999998	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	121.915	2.097	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	124.23	1.932	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	129.0	3.0	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	129.019	1.58	80 mi. south of Martha's Vineyard, Massachusetts    X	1960-12-21	60026
podcast_round1	60026.wav	129.347	1.0	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	133.18200000000002	2.938	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	146.0	1.6	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	146.0	5.981	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	150.643	3.4219999999999997	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	151.815	1.222	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	154.066	4.537	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	159.231	2.8169999999999997	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	166.217	3.965	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	166.217	1.5919999999999999	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	172.987	1.6230000000000002	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	178.957	3.47	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	184.252	1.286	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	192.05700000000002	3.917	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	195.89700000000002	1.683	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	197.237	2.8089999999999997	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	202.144	1.391	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	224.225	3.385	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	224.225	1.431	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	226.00799999999998	1.601	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	233.25400000000002	1.94	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	234.95	2.571	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	237.013	1.75	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	239.97099999999998	1.75	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	242.549	3.141	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	249.34799999999998	2.872	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	262.14099999999996	3.327	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	266.277	2.242	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	269.575	4.324	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	273.899	2.905	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	275.649	0.68	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	278.535	4.928999999999999	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	279.02	1.011	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	280.58099999999996	1.071	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	281.48	1.984	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	281.691	1.564	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	289.029	2.237	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	291.211	3.4160000000000004	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	296.762	1.9709999999999999	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	299.512	4.231	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	304.245	3.3339999999999996	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	304.79	0.89	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	307.094	6.4570000000000025	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	313.323	2.992	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	326.6670000000001	5.853	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	332.504	3.034	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	336.36	4.223	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	340.091	4.962	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	340.091	1.666	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	344.67900000000014	5.18	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	347.36400000000015	1.394	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	353.839	2.7969999999999997	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	354.80300000000005	1.097	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	358.974	1.535	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	358.977	4.184	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	364.001	1.7990000000000002	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	365.532	1.929	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	367.154	2.119	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	367.154	1.168	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	369.025	2.767	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	371.43300000000005	3.035	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	374.184	1.81	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	375.631	2.909	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	380.163	3.947	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	383.728	3.9610000000000003	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	388.725	4.849	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	395.608	5.195	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	402.065	3.9410000000000003	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	405.785	2.068	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	407.392	1.444	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	410.865	3.506	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	415.595	2.28	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	430.824	3.0589999999999997	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	433.514	3.81	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	438.582	2.756	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	445.47900000000004	2.5380000000000003	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	453.916	4.974	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	454.413	1.8019999999999998	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	463.755	4.585	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	469.726	5.5729999999999995	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	479.39300000000003	2.112	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	489.63300000000004	1.3880000000000001	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	495.49300000000005	6.047999999999999	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	501.101	1.985	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	507.01800000000003	1.463	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	522.07	6.992999999999999	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	536.299	2.7030000000000003	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	539.293	2.572	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	544.6990000000002	2.75	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	547.077	2.407	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	550.854	6.9030000000000005	80 mi. south of Martha's Vineyard, Massachusetts    X	1960-12-21	60026
podcast_round1	60026.wav	557.175	9.038	80 mi. south of Martha's Vineyard, Massachusetts    X	1960-12-21	60026
podcast_round1	60026.wav	566.549	3.41	80 mi. south of Martha's Vineyard, Massachusetts    X	1960-12-21	60026
podcast_round1	60026.wav	569.4159999999998	3.378	80 mi. south of Martha's Vineyard, Massachusetts    X	1960-12-21	60026
podcast_round1	60026.wav	587.37	3.735	80 mi. south of Martha's Vineyard, Massachusetts    X	1960-12-21	60026
podcast_round1	60026.wav	592.4019999999998	3.358	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	594.3380000000002	6.6960000000000015	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	603.87	11.374	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	603.879	3.975	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	616.419	4.439	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	623.47	6.329	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	630.439	5.016	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	635.035	2.938	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	637.691	2.8139999999999996	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	646.893	4.835	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	654.629	2.872	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	658.6410000000002	2.295	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	660.612	4.266	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	663.26	12.319	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	677.645	10.148	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	686.737	6.265	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	689.56	1.433	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	692.655	3.784	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	696.439	4.927	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	696.439	2.112	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	703.1619999999997	1.64	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	704.811	2.519	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	705.086	1.368	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	707.2610000000003	6.441	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	719.686	2.323	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	730.326	4.808	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	730.68	3.497	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	760.426	2.9130000000000003	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	761.0089999999999	1.819	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	765.8	4.3610000000000015	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
podcast_round1	60026.wav	773.773	3.222	80 mi. south of Martha's Vineyard, Massachusetts	1960-12-21	60026
